feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,feature_183,feature_184,feature_185,feature_186,feature_187,label
0.464902,0.053647,0.218313,0.148978,0.589505,0.758297,0.639125,0.510650,0.116816,0.044374,0.058056,0.833605,0.718922,0.656243,0.554902,0.599795,0.946138,0.074273,0.552567,0.241910,0.056799,0.472283,0.388578,0.988187,0.369412,0.453497,0.896799,0.840176,0.872771,0.042896,0.266271,0.049313,0.331096,0.126150,0.912269,0.341438,0.386534,0.419796,0.500781,0.951109,0.859053,0.327477,0.698295,0.757919,0.953934,0.798986,0.003998,0.748090,0.625880,0.516331,0.910474,0.024924,0.962999,0.820172,0.469030,0.812890,0.980565,0.588579,0.639660,0.633140,0.409313,0.331585,0.533509,0.039306,0.714148,0.968867,0.582518,0.812433,0.571182,0.736852,0.559441,0.563640,0.402274,0.672259,0.727392,0.860800,0.284434,0.060141,0.683617,0.834923,0.871066,0.197817,0.198366,0.478330,0.621242,0.975169,0.572451,0.621241,0.461546,0.227721,0.756415,0.510248,0.252843,0.720416,0.418942,0.148513,0.692159,0.780266,0.587971,0.092083,0.047540,0.763761,0.812080,0.693236,0.832476,0.028214,0.363280,0.403384,0.089541,0.454199,0.682187,0.470278,0.567658,0.718848,0.334391,0.388203,0.757194,0.850546,0.025074,0.238776,0.188799,0.654622,0.672426,0.908732,0.161024,0.881028,0.202886,0.633069,0.972058,0.753068,0.792584,0.451625,0.852119,0.297188,0.441193,0.774880,0.286429,0.923661,0.655954,0.445280,0.436821,0.078718,0.720748,0.707223,0.962600,0.418469,0.693984,0.074874,0.982248,0.289104,0.612447,0.362316,0.582190,0.505584,0.970567,0.294868,0.937802,0.566140,0.382809,0.181482,0.802117,0.847900,0.907215,0.908594,0.267494,0.515949,0.585996,0.322706,0.231559,0.523312,0.565081,0.478013,0.363374,0.023955,0.672013,0.000229,0.820520,0.080668,0.327717,0.956720,0.238680,0.695248,0.894691,0.003350,0.668404,0.795621,0.099995,0.893259,1.000000
0.469543,0.585308,0.278663,0.368250,0.589845,0.575374,0.543804,0.497825,0.601612,0.481511,0.626787,0.413604,0.407891,0.337306,0.534144,0.185645,0.468483,0.579221,0.397730,0.624308,0.384672,0.383333,0.502322,0.326282,0.536997,0.395509,0.559573,0.410946,0.564987,0.361959,0.684801,0.578086,0.504892,0.531168,0.543212,0.312904,0.576009,0.646950,0.531280,0.537356,0.436120,0.525785,0.435081,0.382045,0.360400,0.447145,0.539723,0.602211,0.388250,0.346213,0.651476,0.514727,0.531720,0.565493,0.462626,0.487122,0.417480,0.562925,0.489929,0.670820,0.652611,0.443837,0.558209,0.405875,0.574469,0.694128,0.446282,0.446669,0.377404,0.482268,0.546380,0.399572,0.521644,0.322356,0.510017,0.636019,0.475198,0.310192,0.463438,0.433238,0.683345,0.585838,0.658555,0.581020,0.522752,0.442780,0.473074,0.642782,0.428401,0.378768,0.523945,0.617419,0.442902,0.348691,0.556250,0.475064,0.536229,0.520708,0.290941,0.304431,0.668366,0.372289,0.408349,0.584700,0.553705,0.516516,0.552668,0.457592,0.656996,0.541973,0.461507,0.618862,0.496857,0.499882,0.523358,0.479817,0.630151,0.460521,0.599293,0.501375,0.495071,0.425711,0.469661,0.531804,0.612195,0.311625,0.601037,0.569979,0.867122,0.649142,0.502886,0.388904,0.616596,0.379802,0.534806,0.287952,0.525175,0.534911,0.607629,0.398875,0.334444,0.599264,0.351145,0.301537,0.322086,0.539952,0.446049,0.414533,0.438999,0.499600,0.512748,0.485175,0.659626,0.535712,0.362295,0.412489,0.479649,0.361427,0.370320,0.502241,0.529686,0.585712,0.497112,0.636358,0.662855,0.501452,0.534578,0.529041,0.515355,0.477186,0.617773,0.443110,0.376369,0.433219,0.703487,0.526609,0.485028,0.471058,0.519475,0.459521,0.410772,0.453553,0.318102,0.450793,0.365660,0.427715,0.487977,0.484787,0.000000
0.074436,0.143491,0.201239,0.524099,0.321156,0.392123,0.959035,0.416442,0.652908,0.108896,0.329394,0.042244,0.652482,0.920923,0.028243,0.194347,0.323188,0.530137,0.137170,0.164879,0.082542,0.868258,0.945309,0.528513,0.996646,0.580923,0.650539,0.402533,0.761585,0.428070,0.544034,0.444377,0.573348,0.599404,0.425589,0.228007,0.446447,0.510813,0.715508,0.129200,0.796508,0.275175,0.973354,0.025660,0.574812,0.283766,0.825840,0.862163,0.465204,0.662350,0.698251,0.092938,0.887596,0.114289,0.603233,0.563656,0.793171,0.874986,0.689971,0.070084,0.832031,0.851078,0.453008,0.981178,0.231148,0.940173,0.375072,0.910491,0.992098,0.775937,0.318813,0.608688,0.364266,0.017651,0.660577,0.294756,0.717732,0.646354,0.067177,0.117264,0.237696,0.686124,0.125920,0.704753,0.105036,0.880799,0.532908,0.928444,0.255393,0.091289,0.678504,0.127658,0.554900,0.532916,0.020945,0.997015,0.430819,0.344775,0.479481,0.343073,0.886115,0.724006,0.476085,0.638376,0.382041,0.053741,0.252278,0.064646,0.229107,0.076596,0.771371,0.260594,0.077810,0.557155,0.654880,0.678410,0.799301,0.403115,0.812272,0.101745,0.528182,0.964772,0.741933,0.464467,0.079504,0.552314,0.021451,0.142342,0.800975,0.169042,0.541572,0.241236,0.300498,0.220345,0.250461,0.519911,0.488942,0.087821,0.709611,0.691128,0.138888,0.127596,0.138219,0.512788,0.672241,0.790481,0.642890,0.310481,0.618603,0.389637,0.249507,0.220659,0.591248,0.493540,0.792953,0.117790,0.195387,0.974548,0.721362,0.977787,0.975611,0.862012,0.478512,0.589660,0.382314,0.773492,0.534759,0.286257,0.054293,0.340431,0.974129,0.832366,0.949847,0.599432,0.440931,0.828097,0.553171,0.854228,0.469985,0.762490,0.290164,0.031282,0.490713,0.830646,0.055737,0.218495,0.476058,0.446985,1.000000
0.513480,0.452373,0.643996,0.493370,0.368711,0.448176,0.507983,0.450651,0.470647,0.541113,0.594158,0.355453,0.535957,0.559948,0.437065,0.733348,0.445730,0.367724,0.444041,0.560248,0.390450,0.642516,0.445477,0.598046,0.387174,0.487913,0.532492,0.408388,0.510633,0.584820,0.542236,0.495310,0.432809,0.599879,0.482311,0.332195,0.766948,0.497444,0.342221,0.332639,0.401193,0.353511,0.552589,0.562711,0.605892,0.406370,0.523508,0.519520,0.656349,0.502037,0.530421,0.226245,0.366016,0.619919,0.531650,0.471056,0.608295,0.395064,0.482830,0.386977,0.437124,0.571060,0.580466,0.399564,0.537367,0.494885,0.647288,0.571454,0.602625,0.398481,0.451961,0.379065,0.536503,0.297292,0.518628,0.643300,0.584847,0.549767,0.438331,0.546430,0.422912,0.388585,0.537588,0.444980,0.516017,0.440271,0.566943,0.641790,0.308801,0.567210,0.409020,0.447527,0.322113,0.551552,0.449741,0.496364,0.520922,0.372649,0.504922,0.600451,0.556318,0.551328,0.608871,0.712497,0.463356,0.474769,0.634892,0.622643,0.496904,0.600811,0.436551,0.445808,0.342398,0.520994,0.596596,0.372743,0.592879,0.434098,0.597653,0.495170,0.595543,0.654439,0.439975,0.486462,0.447061,0.354596,0.509537,0.376741,0.487319,0.489948,0.418445,0.502100,0.551100,0.657225,0.575835,0.508406,0.458362,0.587825,0.534775,0.483586,0.497868,0.412724,0.406228,0.502887,0.365603,0.440198,0.563733,0.500364,0.345497,0.532389,0.319118,0.446172,0.391528,0.687169,0.604700,0.402820,0.435294,0.597023,0.356786,0.598224,0.434329,0.542620,0.505441,0.371170,0.577041,0.592082,0.569047,0.554877,0.507681,0.529621,0.667464,0.588931,0.694116,0.449945,0.526530,0.540441,0.459316,0.644131,0.502481,0.597043,0.518062,0.502916,0.540026,0.577284,0.628033,0.597512,0.593757,0.406231,0.000000
0.159004,0.755136,0.100724,0.544214,0.804653,0.500808,0.541508,0.810158,0.624497,0.117438,0.682135,0.031944,0.076075,0.468415,0.112482,0.755843,0.670820,0.798742,0.086798,0.006800,0.195718,0.663998,0.917536,0.594252,0.224501,0.543105,0.686233,0.036751,0.838554,0.402898,0.339225,0.544878,0.812219,0.067975,0.276711,0.973932,0.435927,0.304327,0.717181,0.925528,0.085198,0.381695,0.231873,0.376235,0.788540,0.445077,0.429830,0.573668,0.299360,0.806569,0.669616,0.522131,0.800952,0.407605,0.006736,0.359774,0.330155,0.201564,0.918550,0.755385,0.192770,0.493256,0.442276,0.107195,0.936219,0.881797,0.820327,0.731306,0.812692,0.259666,0.046142,0.995543,0.444869,0.063686,0.180633,0.748515,0.780635,0.005878,0.597575,0.933226,0.217308,0.891269,0.305837,0.408459,0.812614,0.291885,0.716688,0.729096,0.012665,0.186482,0.473821,0.085135,0.540909,0.488333,0.576224,0.149298,0.433531,0.313517,0.329192,0.336165,0.813742,0.850623,0.983316,0.030263,0.515623,0.740181,0.133223,0.662957,0.304671,0.140249,0.943723,0.988322,0.067569,0.156875,0.712679,0.420308,0.346509,0.505034,0.676547,0.269918,0.676171,0.948980,0.280699,0.188673,0.500503,0.816748,0.652175,0.084749,0.988197,0.592842,0.658111,0.079412,0.947404,0.121075,0.429992,0.304464,0.288002,0.797815,0.507208,0.496321,0.767873,0.931132,0.177797,0.273111,0.226733,0.368457,0.699200,0.920570,0.931699,0.564696,0.965599,0.706536,0.589252,0.412631,0.786695,0.650149,0.134333,0.123814,0.271841,0.563256,0.058986,0.793085,0.695505,0.252444,0.300116,0.501366,0.687386,0.242221,0.801753,0.127236,0.660030,0.023685,0.704462,0.531866,0.509244,0.647012,0.373079,0.018631,0.836028,0.746422,0.658087,0.576313,0.136487,0.442806,0.025786,0.398885,0.403515,0.821615,1.000000
0.286455,0.730484,0.469414,0.574751,0.644236,0.427161,0.445964,0.132823,0.308058,0.039479,0.034725,0.287963,0.545213,0.563787,0.187126,0.361607,0.145416,0.458842,0.267714,0.795635,0.841910,0.537853,0.469339,0.042348,0.473888,0.570876,0.672815,0.302771,0.719833,0.727849,0.001560,0.361474,0.619398,0.389389,0.469162,0.935895,0.156175,0.518676,0.261780,0.283426,0.761693,0.768067,0.350852,0.538274,0.635516,0.730328,0.981636,0.119623,0.507952,0.973022,0.392908,0.043943,0.526885,0.538624,0.276230,0.235573,0.374241,0.788938,0.229292,0.271121,0.124819,0.007879,0.828265,0.208367,0.014950,0.804637,0.691793,0.847536,0.133979,0.912746,0.440455,0.612317,0.147596,0.258013,0.501566,0.594103,0.909731,0.940677,0.615948,0.236056,0.462168,0.892667,0.444123,0.112569,0.025258,0.011851,0.987098,0.182703,0.586014,0.524283,0.824756,0.072433,0.043009,0.215199,0.611207,0.743514,0.285619,0.437761,0.615649,0.730659,0.814721,0.389854,0.850234,0.006935,0.013221,0.329205,0.691381,0.137153,0.293215,0.106868,0.055114,0.613745,0.578304,0.796519,0.386990,0.922435,0.582349,0.136919,0.502726,0.785465,0.702839,0.720046,0.479461,0.170558,0.071084,0.527779,0.038037,0.258133,0.060021,0.316076,0.963754,0.302111,0.204773,0.018676,0.628602,0.938028,0.395639,0.301776,0.386465,0.058005,0.762003,0.096619,0.084130,0.552181,0.534199,0.141921,0.830976,0.981055,0.128305,0.605303,0.173610,0.705574,0.616654,0.346668,0.723041,0.746561,0.572894,0.753939,0.925040,0.744553,0.380860,0.430554,0.707939,0.660426,0.525280,0.703885,0.855795,0.347587,0.143881,0.759967,0.008159,0.808337,0.653573,0.692051,0.776105,0.706624,0.986335,0.823764,0.507011,0.806276,0.616661,0.545218,0.855236,0.182592,0.460886,0.102564,0.178156,0.365569,1.000000
0.415293,0.469767,0.552702,0.536408,0.445843,0.513596,0.507703,0.532490,0.306710,0.422873,0.605375,0.372343,0.507917,0.524212,0.716177,0.497842,0.556983,0.688391,0.582239,0.363585,0.237821,0.493984,0.507217,0.562194,0.654778,0.342986,0.382417,0.453554,0.353157,0.479906,0.562510,0.407844,0.569008,0.670110,0.444026,0.542171,0.408044,0.470183,0.520759,0.609160,0.500614,0.510729,0.545543,0.505884,0.399271,0.830818,0.457036,0.638601,0.472515,0.437076,0.449406,0.554571,0.535673,0.517639,0.458010,0.484608,0.709034,0.435463,0.567565,0.483826,0.583232,0.402783,0.450624,0.607284,0.558438,0.561081,0.546936,0.579071,0.656605,0.305512,0.561888,0.364854,0.426763,0.604219,0.404321,0.566866,0.436743,0.523156,0.399558,0.593709,0.622831,0.510688,0.456442,0.443430,0.681355,0.592779,0.530186,0.600602,0.534887,0.534652,0.450967,0.475975,0.501090,0.383386,0.431727,0.656146,0.260948,0.475942,0.709769,0.530358,0.428613,0.348290,0.614082,0.299101,0.480261,0.596786,0.369579,0.523610,0.520524,0.372399,0.489397,0.531393,0.565168,0.461310,0.444654,0.624735,0.569566,0.516364,0.531129,0.450551,0.598072,0.458340,0.528787,0.534925,0.593554,0.707060,0.336361,0.380356,0.718820,0.407465,0.355479,0.389552,0.522682,0.559118,0.533722,0.510553,0.536604,0.462158,0.455374,0.435258,0.531605,0.591577,0.519219,0.604926,0.529832,0.739945,0.547337,0.625947,0.454546,0.417636,0.560977,0.377181,0.505415,0.324968,0.302940,0.307294,0.449636,0.489012,0.586067,0.541276,0.537768,0.580620,0.461931,0.430923,0.499861,0.393742,0.536309,0.395747,0.448280,0.543103,0.626811,0.498580,0.319651,0.523298,0.434641,0.572207,0.535046,0.350168,0.531938,0.405507,0.442604,0.596017,0.488624,0.424854,0.387658,0.605944,0.416137,0.414635,0.000000
0.911954,0.253783,0.612288,0.523622,0.241512,0.981459,0.564303,0.866813,0.117382,0.964902,0.737341,0.579378,0.088204,0.146552,0.947137,0.856888,0.976616,0.465068,0.966870,0.434374,0.424660,0.152515,0.786335,0.273494,0.082456,0.460047,0.783018,0.345519,0.715044,0.034504,0.243133,0.078338,0.971419,0.091034,0.534196,0.272044,0.328762,0.202246,0.553875,0.511902,0.913816,0.995642,0.447491,0.013382,0.050271,0.442533,0.929129,0.078555,0.334778,0.334678,0.909433,0.105584,0.825091,0.092362,0.507007,0.990238,0.059276,0.117376,0.582784,0.204414,0.949030,0.809472,0.115690,0.281801,0.151851,0.301078,0.967992,0.376735,0.436087,0.149933,0.640425,0.545094,0.804573,0.954551,0.630285,0.579228,0.269588,0.494446,0.346206,0.075580,0.162097,0.904660,0.480180,0.858969,0.601314,0.361446,0.775637,0.025896,0.803025,0.964720,0.009723,0.795766,0.712707,0.773273,0.764751,0.735545,0.072148,0.153778,0.926960,0.756984,0.135355,0.657223,0.968051,0.595735,0.774907,0.430820,0.121406,0.942195,0.555574,0.818385,0.409037,0.374378,0.464153,0.193915,0.913296,0.801979,0.497527,0.650680,0.745943,0.704502,0.422750,0.231185,0.514975,0.888055,0.169937,0.918495,0.893749,0.012052,0.585348,0.881733,0.582924,0.464370,0.454279,0.226806,0.293179,0.429616,0.609480,0.091430,0.455310,0.022628,0.969029,0.645616,0.555455,0.493913,0.371653,0.841145,0.068757,0.391811,0.122172,0.365381,0.928008,0.048050,0.254584,0.862928,0.598409,0.808707,0.218014,0.102312,0.574822,0.177151,0.193414,0.043047,0.113034,0.295155,0.121762,0.644310,0.644317,0.236500,0.419772,0.740325,0.413093,0.382591,0.277427,0.235062,0.157196,0.749566,0.594714,0.072537,0.251664,0.604704,0.509913,0.181338,0.784603,0.739987,0.150359,0.652546,0.958892,0.699292,1.000000
0.119898,0.286678,0.972220,0.429368,0.198905,0.039695,0.817633,0.465166,0.686541,0.930119,0.727257,0.039075,0.398512,0.667722,0.456429,0.450548,0.921786,0.500619,0.694878,0.578241,0.924341,0.733680,0.538507,0.851160,0.369548,0.853071,0.007811,0.236751,0.235101,0.194858,0.703357,0.576532,0.590040,0.561150,0.336321,0.906006,0.073426,0.692859,0.668280,0.127091,0.625097,0.303413,0.192291,0.073332,0.841545,0.817110,0.452529,0.921307,0.196777,0.900118,0.894235,0.236376,0.379377,0.740524,0.802521,0.992301,0.407279,0.329031,0.267277,0.483501,0.125306,0.034696,0.040694,0.616276,0.457623,0.094088,0.891945,0.007919,0.108876,0.179099,0.902970,0.616807,0.818948,0.723921,0.562487,0.930756,0.781031,0.284014,0.351278,0.741618,0.382549,0.614489,0.341155,0.357228,0.208491,0.052235,0.056501,0.788524,0.414324,0.042341,0.813926,0.440282,0.337031,0.663861,0.578190,0.032200,0.713093,0.221032,0.549478,0.254331,0.764085,0.570184,0.884320,0.452863,0.658396,0.502750,0.674826,0.317311,0.300546,0.875943,0.665230,0.358694,0.433236,0.814477,0.587670,0.657619,0.775050,0.375741,0.375492,0.013068,0.413091,0.178501,0.830210,0.598686,0.708735,0.535501,0.044197,0.754441,0.159976,0.684006,0.848162,0.664609,0.191195,0.128711,0.942859,0.184954,0.553772,0.114431,0.698532,0.884421,0.656536,0.587383,0.817450,0.940989,0.613285,0.008054,0.612579,0.256962,0.093935,0.920180,0.253711,0.205367,0.717710,0.542208,0.320577,0.747652,0.302060,0.578028,0.980209,0.727197,0.039785,0.311415,0.561735,0.615499,0.524359,0.882660,0.435799,0.696499,0.439825,0.221025,0.299592,0.015229,0.817704,0.215177,0.819289,0.347716,0.277216,0.690683,0.101838,0.358580,0.427609,0.349964,0.306541,0.554592,0.944864,0.949024,0.685201,0.518121,1.000000
0.734839,0.336891,0.405832,0.026771,0.202643,0.072013,0.854962,0.423872,0.439448,0.938030,0.775963,0.884746,0.334416,0.977449,0.789914,0.601662,0.538367,0.547336,0.420928,0.899640,0.929793,0.011686,0.523025,0.448338,0.417847,0.886070,0.758114,0.800254,0.050663,0.934866,0.912412,0.818446,0.662721,0.117364,0.478280,0.712502,0.779357,0.141182,0.573714,0.284394,0.768918,0.971049,0.293154,0.933285,0.690610,0.208229,0.858451,0.389641,0.927972,0.784846,0.210185,0.153663,0.768917,0.017832,0.299356,0.707221,0.302549,0.994467,0.976706,0.270620,0.595462,0.511739,0.490208,0.239393,0.783236,0.752631,0.716547,0.791975,0.424709,0.689040,0.952037,0.267826,0.191928,0.026977,0.721266,0.786908,0.607568,0.655660,0.823423,0.307370,0.552191,0.591839,0.656124,0.835500,0.191993,0.181739,0.730543,0.414163,0.469888,0.329072,0.325421,0.420647,0.849952,0.115705,0.651858,0.016131,0.089714,0.109552,0.914627,0.220535,0.690558,0.147831,0.182991,0.048767,0.893503,0.624801,0.035538,0.546881,0.791294,0.072705,0.621038,0.669361,0.107187,0.034881,0.350499,0.763092,0.850935,0.002028,0.049557,0.878367,0.405684,0.611063,0.387357,0.910893,0.704022,0.878925,0.891616,0.017095,0.841040,0.299123,0.493547,0.517384,0.702439,0.891182,0.601052,0.673997,0.120820,0.438906,0.050270,0.795422,0.271642,0.086400,0.004688,0.440565,0.046982,0.239714,0.506532,0.572015,0.187930,0.046989,0.216132,0.230752,0.297779,0.536237,0.871244,0.545400,0.164528,0.151381,0.043503,0.283249,0.562435,0.139662,0.780353,0.244593,0.278376,0.647460,0.540286,0.594588,0.550463,0.411353,0.151912,0.996633,0.797204,0.060269,0.618685,0.885248,0.010250,0.979320,0.897745,0.649766,0.009139,0.022408,0.753433,0.172138,0.998163,0.269682,0.584932,0.872053,1.000000
0.581430,0.604235,0.472789,0.407789,0.478377,0.619418,0.638909,0.448339,0.471625,0.593885,0.489809,0.569952,0.549753,0.622730,0.498940,0.290274,0.561208,0.711587,0.493966,0.444779,0.417482,0.592243,0.464686,0.424905,0.407485,0.610377,0.389723,0.404781,0.470638,0.440904,0.459133,0.450528,0.384154,0.557156,0.583902,0.495095,0.451624,0.471515,0.476314,0.306255,0.710150,0.412682,0.674246,0.478373,0.375859,0.427350,0.431192,0.589750,0.337511,0.723800,0.532080,0.297968,0.454896,0.462070,0.615893,0.564529,0.572543,0.529490,0.726537,0.445954,0.546845,0.487763,0.637669,0.536814,0.594552,0.506647,0.513300,0.332560,0.340479,0.433730,0.600541,0.563988,0.562048,0.467854,0.594975,0.603547,0.503129,0.514734,0.515647,0.745532,0.567197,0.464367,0.638859,0.657005,0.643662,0.338875,0.543920,0.358130,0.415728,0.483502,0.478453,0.430082,0.568937,0.460150,0.432687,0.490126,0.421901,0.436010,0.578803,0.421096,0.626761,0.347983,0.484651,0.430298,0.604794,0.379668,0.366699,0.494263,0.518047,0.489589,0.443709,0.346784,0.425080,0.443135,0.449321,0.535213,0.656326,0.669993,0.524587,0.644350,0.356120,0.550500,0.486991,0.268128,0.591031,0.390474,0.648646,0.550016,0.409984,0.606652,0.508736,0.603388,0.333294,0.665458,0.524904,0.495873,0.436536,0.595290,0.397238,0.570838,0.680786,0.423479,0.556036,0.528412,0.275346,0.437933,0.536171,0.451510,0.521321,0.581324,0.322156,0.400147,0.347814,0.468634,0.305238,0.545240,0.317257,0.317874,0.515040,0.264373,0.631849,0.455902,0.493912,0.517957,0.351817,0.410084,0.466518,0.607406,0.531620,0.325315,0.546389,0.572855,0.540241,0.485148,0.524872,0.701947,0.532583,0.478720,0.476171,0.511605,0.449243,0.533912,0.560883,0.393954,0.522912,0.498031,0.420173,0.559613,0.000000
0.968947,0.803811,0.836534,0.480774,0.137291,0.758983,0.913922,0.949043,0.610165,0.387747,0.208326,0.218268,0.398403,0.536084,0.977303,0.769058,0.743943,0.925395,0.904655,0.360227,0.630175,0.875645,0.072840,0.468042,0.439079,0.571283,0.154877,0.432418,0.474833,0.557640,0.806494,0.558962,0.019625,0.796063,0.097156,0.196379,0.197170,0.172427,0.735573,0.701962,0.609577,0.174518,0.312600,0.997291,0.665224,0.261958,0.519522,0.388105,0.100438,0.688598,0.496645,0.561790,0.048875,0.353915,0.007657,0.774895,0.594987,0.219708,0.422876,0.099832,0.456040,0.515844,0.483365,0.197033,0.340098,0.973535,0.108848,0.894671,0.875063,0.878207,0.228687,0.247097,0.699775,0.104032,0.911384,0.353169,0.368719,0.248485,0.080812,0.683386,0.993264,0.691756,0.521376,0.200593,0.500822,0.954150,0.277472,0.487902,0.594789,0.287604,0.113697,0.574990,0.444496,0.482601,0.431639,0.274766,0.344246,0.540802,0.902853,0.411776,0.743192,0.784307,0.260568,0.995628,0.233779,0.964216,0.945917,0.321770,0.653655,0.404206,0.031464,0.146735,0.641381,0.495540,0.790401,0.716491,0.558010,0.761646,0.189863,0.488279,0.606504,0.251213,0.619142,0.380296,0.678447,0.395674,0.547045,0.400979,0.826197,0.662864,0.876860,0.970032,0.244142,0.600539,0.328569,0.533685,0.631306,0.564358,0.971468,0.623104,0.110004,0.248330,0.291345,0.534527,0.698873,0.867557,0.736238,0.848117,0.590244,0.095384,0.457889,0.986513,0.842814,0.191163,0.576674,0.268741,0.395463,0.109684,0.530073,0.488466,0.538782,0.881802,0.959927,0.822934,0.192739,0.892029,0.409760,0.000000,0.410602,0.529477,0.611731,0.355141,0.122373,0.458864,0.843686,0.042325,0.875098,0.920268,0.954162,0.043220,0.243320,0.043309,0.338007,0.521427,0.277570,0.201874,0.101206,0.814585,1.000000
0.379632,0.390641,0.271390,0.651521,0.309395,0.696898,0.970030,0.369368,0.822998,0.853084,0.386850,0.112765,0.103644,0.694006,0.829721,0.519932,0.245399,0.240525,0.219140,0.818791,0.663851,0.886079,0.261584,0.187886,0.919909,0.570690,0.089987,0.050208,0.268636,0.632254,0.278224,0.202087,0.900053,0.193736,0.838645,0.697449,0.646880,0.535350,0.300480,0.708402,0.349196,0.582418,0.153864,0.378438,0.593676,0.093180,0.893698,0.526053,0.002742,0.696007,0.455619,0.015793,0.908996,0.287864,0.321864,0.219148,0.458879,0.555942,0.334735,0.771079,0.952327,0.489532,0.077027,0.593272,0.731043,0.327212,0.815254,0.482875,0.911004,0.751211,0.313131,0.212997,0.678896,0.223225,0.745035,0.146425,0.979336,0.940382,0.539195,0.606552,0.356260,0.009232,0.008605,0.154791,0.589824,0.236454,0.033817,0.544209,0.538524,0.732113,0.088349,0.300843,0.922828,0.167001,0.548832,0.163871,0.717420,0.825757,0.305547,0.542885,0.484862,0.131306,0.639499,0.047807,0.533971,0.877718,0.635029,0.150554,0.457363,0.269111,0.723104,0.727809,0.009065,0.966704,0.722684,0.055750,0.022422,0.415819,0.801629,0.747857,0.317759,0.403874,0.557856,0.077296,0.093106,0.169463,0.577094,0.654943,0.579918,0.234091,0.475120,0.860782,0.145282,0.505597,0.298526,0.679364,0.100827,0.411871,0.119177,0.381292,0.598772,0.090105,0.126333,0.351913,0.837261,0.022657,0.478172,0.685885,0.038772,0.525681,0.006558,0.464841,0.519691,0.767718,0.061765,0.078677,0.506322,0.994362,0.407943,0.828848,0.142099,0.822205,0.792931,0.557534,0.053762,0.283447,0.033416,0.814103,0.999046,0.460433,0.384529,0.875743,0.567670,0.114689,0.835584,0.246507,0.810389,0.610230,0.051741,0.075154,0.108630,0.635690,0.175189,0.611943,0.175315,0.705349,0.300062,0.714382,1.000000
